uo_method,scaler_method,imbalance_ratio,classifier,sampler_seed,feat_col_list,date_time,dataset,precision_score_min,precision_score_max,precision_score_avg,precision_score_std,recall_score_min,recall_score_max,recall_score_avg,recall_score_std,f1_score_min,f1_score_max,f1_score_avg,f1_score_std,rocauc_min,rocauc_max,rocauc_avg,rocauc_std,prauc_min,prauc_max,prauc_avg,prauc_std,accuracy_min,accuracy_max,accuracy_avg,accuracy_std,n_thresholds_min,n_thresholds_max,SVC_C,SVC_kernel,SVC_max_iter,SVC_verbose,RidgeClassifier_alpha,XGB_alpha,XGB_eta,XGB_eval_metric,XGB_lambda,XGB_max_depth,XGB_objective,XGB_scale_pos_weight,XGB_seed,KNeighborsClassifier_metric,KNeighborsClassifier_n_neighbors,KNeighborsClassifier_weights,LogisticRegression_class_weight,LogisticRegression_l1_ratio,LogisticRegression_max_iter,LogisticRegression_penalty,LogisticRegression_solver,SGDClassifier_eta0,SGDClassifier_fit_intercept,SGDClassifier_l1_ratio,SGDClassifier_learning_rate,SGDClassifier_loss,SGDClassifier_penalty,RandomForestClassifier_bootstrap,RandomForestClassifier_class_weight,RandomForestClassifier_criterion,RandomForestClassifier_max_depth,RandomForestClassifier_min_samples_leaf,RandomForestClassifier_min_samples_split,RandomForestClassifier_n_estimators,SVC_degree
adasyn,standard,0.8,rf,3156739,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.4981658107116654,0.5622119815668203,0.5307934085226562,0.0225338559648925,0.9636650868878356,0.978386167146974,0.9701848255780132,0.0067665071661263,0.6601847350510451,0.710128055878929,0.6858174340784424,0.0176262406258894,0.9926804388137946,0.993933080134857,0.993589171759024,0.0004755963700215,0.9518259242252444,0.9584418012489252,0.9541478213840416,0.0025529161197447,0.924285095320624,0.9467379679144384,0.9348863735824036,0.0073818852197628,8478.0,8943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,balanced,gini,116.0,5.0,7.0,227.0,
adasyn,minmax,0.3,rf,5970119,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.8467966573816156,0.9250398724082934,0.8873217079689886,0.0333343586243436,0.8100558659217877,0.8760806916426513,0.8562034816272238,0.0240301754603319,0.853448275862069,0.8934092758340114,0.8707624347301696,0.0147005273821928,0.9934098850709916,0.9960218280235764,0.9945328639868009,0.0009771084279538,0.9432441366547456,0.9626643297692894,0.9521883632163864,0.0065063356159492,0.977874186550976,0.9859893048128342,0.9813408487712608,0.0030906827880041,8180.0,8930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,gini,384.0,7.0,4.0,452.0,
random_over,standard,0.3,rf,13073840,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.7826649417852523,0.922824302134647,0.8556814583092912,0.0575994959242094,0.8533519553072626,0.8948126801152738,0.8777644852500932,0.0143875545536614,0.8248125426039536,0.9049919484702094,0.8654120227846175,0.0289414190525837,0.9921781889740892,0.9955850645748416,0.9940328095191664,0.001355857257452,0.9280056139227034,0.9601356119908654,0.945932958169212,0.011471868889762,0.9721258134490238,0.9873796791443852,0.9797536323638558,0.0056629148547279,7260.0,7857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,entropy,456.0,7.0,4.0,91.0,
random_over,standard,0.1,rf,9464352,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.6271970397779834,0.8115183246073299,0.7145886185990886,0.0661728249208989,0.9720670391061452,0.9796557120500784,0.9767270388154078,0.0028042886217878,0.7639436619718311,0.8876163206871869,0.8236340219201967,0.0443392314223933,0.9916833472930064,0.9973922866125118,0.9944933343284106,0.0022357115022317,0.906658992376794,0.961493187990093,0.9342475875150578,0.0216175778789189,0.9546143847487002,0.9832085561497326,0.9687147064808872,0.0102271245770675,7942.0,8541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,balanced,entropy,470.0,5.0,9.0,377.0,
random_over,standard,0.1,rf,24230774,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.6317757009345795,0.8138925294888598,0.714472053622522,0.0668906342288548,0.9711815561959656,0.9812206572769951,0.9773117094814748,0.0040088086819971,0.7664399092970522,0.8896848137535818,0.8238402236823769,0.0456338528716708,0.9915608198958804,0.9974354192684448,0.9944399389422116,0.002266619338542,0.9058607043416396,0.9621023953964888,0.9335654593593652,0.0215820734097252,0.955372616984402,0.983529411764706,0.9687563556362752,0.0103009271117898,8153.0,8586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,balanced,entropy,486.0,5.0,6.0,405.0,
smote,minmax,0.5,rf,6301109,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.4688796680497925,0.5168067226890757,0.4952011242019102,0.0153972667731916,0.9711815561959656,0.9812206572769951,0.9762716733693376,0.0042532469076928,0.633644859813084,0.6747120131651124,0.6569426637319122,0.0134076054165182,0.9906705104778668,0.9926620116019594,0.9917092097197766,0.0006804016458114,0.9271316779565912,0.934038356586458,0.9313778622839106,0.0025085270042211,0.9150779896013864,0.9365775401069518,0.9253835506162424,0.0073366824584612,8115.0,8757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,balanced,entropy,452.0,9.0,9.0,487.0,
adasyn,minmax,0.5,rf,10549076,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.5973904939422181,0.7151741293532339,0.6645192944209082,0.0389228354252584,0.8857589984350548,0.9236311239193083,0.9024830876730896,0.0143764578810455,0.7255234861346916,0.8002783576896312,0.7645426824474988,0.0240688149699103,0.9884778990016372,0.9919119020939454,0.9899459074332496,0.0011539411387379,0.9153769026517952,0.9328821242734684,0.9236750687825216,0.0066265423661715,0.9474653379549394,0.9693048128342246,0.9590920158454346,0.007041596023037,8650.0,9100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,gini,211.0,5.0,5.0,314.0,
smote,standard,0.1,rf,20868424,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.963276836158192,0.99250936329588,0.975152809659238,0.0105052424913429,0.3701117318435754,0.5605187319884726,0.4475740474528698,0.069766842919365,0.5391658189216684,0.7092069279854147,0.6100054875077646,0.0623502310471899,0.9908055441196651,0.9945801461834578,0.9928317346319414,0.0015263488833432,0.905213954723165,0.940531672478858,0.9213118355520328,0.0124619399319067,0.951048195374973,0.965446273830156,0.958886714865736,0.004632412994305,6178.0,7151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,gini,481.0,7.0,9.0,101.0,
,minmax,1.0,rf,30781835,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.6295264623955432,0.8153446033810143,0.7193824696398738,0.0688886550112043,0.9755043227665706,0.990521327014218,0.9819003224503666,0.0059840414773113,0.7656691134952005,0.8944365192582026,0.8287023786280902,0.0477480345183376,0.9910095311104666,0.997032908222951,0.9937548581804188,0.0022520764047655,0.8977105941643304,0.9432302084365488,0.9169857837587244,0.0172098639425197,0.9550476603119584,0.9841711229946524,0.969578001404359,0.0107545658746096,6567.0,7402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,balanced,entropy,340.0,5.0,2.0,115.0,
adasyn,standard,0.7,rf,4894628,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.4275503573749187,0.43971119133574,0.4363616949363247,0.0045313923872788,0.9427374301675978,0.9553314121037464,0.9506867401037248,0.0046724357073185,0.5893416927899686,0.6021798365122616,0.598155747476208,0.0047578882453688,0.9825008408024068,0.9864452228155706,0.984585550529402,0.0015584816947434,0.8842308202024767,0.9082125244826632,0.8972931876281235,0.0078817402952003,0.9006715771230502,0.9140106951871658,0.9067693528597096,0.0055531708785551,8027.0,8512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,balanced,gini,85.0,7.0,5.0,68.0,
adasyn,minmax,0.7,rf,22089945,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.4686373467916366,0.521383075523203,0.4972159330792406,0.0177882214530918,0.90521327014218,0.936599423631124,0.9196631946066194,0.0121051173641885,0.6246996636232579,0.6616628175519631,0.6451168784879333,0.0122916276020741,0.9793960879459688,0.9842081805529352,0.9827950712870904,0.0017276886361089,0.8800643627532018,0.891539819081525,0.8849537554514463,0.0039158270221332,0.91540294627383,0.9373262032085562,0.9259433819199024,0.0073540571718583,9074.0,9301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,gini,326.0,7.0,4.0,493.0,
random_over,standard,0.5,knn,1808202,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.3734491315136476,0.405860349127182,0.3904341422941506,0.0106733951933573,0.9022346368715084,0.9514866979655712,0.934148485477689,0.0182071762155717,0.53630289532294,0.566579634464752,0.5505202255988242,0.0098508809442284,0.970142272273412,0.9829226833205276,0.977938725221479,0.0045530692406778,0.838720789259767,0.8981933755188687,0.8740283347320978,0.0209375699355846,0.8843743246163821,0.8921143847487002,0.8888532085646524,0.0028589792852859,7.0,7.0,,,,,,,,,,,,,,euclidean,6.0,uniform,,,,,,,,,,,,,,,,,,,
smote,standard,0.7,rf,24069445,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.4040955631399317,0.4149967679379444,0.4085111956114358,0.0042308134681402,0.92507204610951,0.9374021909233176,0.9326058808339204,0.004452088565105,0.5643469971401335,0.5729585006693441,0.5681269225169892,0.0033679683863567,0.9746923382943946,0.980352893992799,0.9768891626759084,0.00188408512716,0.8333409147894916,0.8654120534537221,0.8501163068869936,0.0110956407694372,0.8915727902946274,0.9022459893048128,0.8965962177730287,0.0045296468361608,9015.0,9247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,balanced_subsample,entropy,411.0,9.0,3.0,460.0,
random_under_bootstrap,minmax,0.1,rf,18496775,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.5469879518072289,0.6104347826086957,0.5817185895684043,0.0207506209022014,0.9798270893371758,0.9874804381846636,0.9823289798565836,0.0027404696343346,0.7024239298607529,0.7524115755627011,0.7304983968477978,0.0164664420898877,0.984078874519101,0.98855480411703,0.9857325785684784,0.001643451625178,0.7666341455574099,0.8349334744013931,0.8112098285515847,0.0241626826360567,0.9375,0.9529411764705882,0.9470014097281504,0.0054871845099232,7338.0,8190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,balanced,gini,37.0,4.0,9.0,131.0,
adasyn,standard,1.0,knn,3576125,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.1834406085430076,0.223156532988357,0.2047135273259444,0.0144742381611178,0.990521327014218,0.9971181556195964,0.9933799060665468,0.0025146808443981,0.3095531967415453,0.3645007923930269,0.3392424541167785,0.0200837798708548,0.9568797593669316,0.9659552864979952,0.9634201038252131,0.0033432847944134,0.7409026965791561,0.7824875384567143,0.7684502583289431,0.0147346243889829,0.700855614973262,0.7393847487001733,0.7173548918092338,0.0134941134501903,18.0,18.0,,,,,,,,,,,,,,minkowski,17.0,uniform,,,,,,,,,,,,,,,,,,,
smote,standard,1.0,knn,8484224,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.2060866688719815,0.2485185185185185,0.2289596890672244,0.0147984877982539,0.9668587896253602,0.9842022116903634,0.9741068597190654,0.0066376818931034,0.3408096280087527,0.3954036535061874,0.3704830260764781,0.0190381937232043,0.9509521023986096,0.9593788245118896,0.9558292335347612,0.0029144971427716,0.7338320394566056,0.7722585363260597,0.7555879728847044,0.01265485042612,0.7422459893048128,0.7777296360485269,0.7582384138828439,0.0131644525434574,17.0,17.0,,,,,,,,,,,,,,euclidean,16.0,uniform,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.7,knn,17915204,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.2421011058451816,0.277800744109136,0.2632458053579717,0.0135855225807715,0.9650837988826816,0.976525821596244,0.969899062374236,0.0038350321670825,0.3873617693522907,0.4317378734339865,0.4139031329792574,0.0167999446153184,0.951608304510496,0.961954371809905,0.9570281302227152,0.0035068521472191,0.6943642888414637,0.7596613766303099,0.7222661726494121,0.0210479219319928,0.792620320855615,0.8081344902386117,0.7996982384880821,0.0058272323277886,15.0,15.0,,,,,,,,,,,,,,manhattan,14.0,uniform,,,,,,,,,,,,,,,,,,,
smote,minmax,0.3,knn,8095821,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.4589041095890411,0.4966698382492864,0.4803812899936197,0.0145018544441948,0.7108938547486033,0.7521613832853026,0.7292062797829288,0.0143180975434242,0.5647200481637569,0.5982808022922637,0.5790168188468983,0.0115028745509124,0.9453541413935204,0.9553171513957266,0.951304026030004,0.0032727461607533,0.6772280162963265,0.7136918823728892,0.6959971616047923,0.0157305214312756,0.919926518262373,0.9254545454545454,0.9227470307136978,0.0019138505167079,7.0,7.0,,,,,,,,,,,,,,chebyshev,6.0,uniform,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.3,rf,21676490,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.2873406193078324,0.3722431414739107,0.3331212111934893,0.032590950922965,0.989913544668588,0.9971181556195964,0.9949974725622855,0.0026265994325362,0.4460940261576529,0.5421073247160204,0.498213088758753,0.036483247663315,0.965525371234076,0.9703171210728214,0.9673905069939188,0.0018073333638962,0.6329165884850307,0.6694269721488888,0.6507347020738594,0.0126809434992161,0.8324064171122995,0.8733752166377816,0.8530018560217558,0.0166729357959799,8589.0,9105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,balanced_subsample,gini,411.0,6.0,4.0,195.0,
smote,minmax,0.3,rf,24612008,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.2792504570383912,0.3923076923076923,0.3389575909407155,0.041976412849134,0.946685878962536,0.9687010954616588,0.9582541029633148,0.0078620635059936,0.4331797235023041,0.5562080536912751,0.4992070054794989,0.0459176429053945,0.9398818100087548,0.959999927084672,0.9545133650299829,0.0074714507560911,0.5397801017001135,0.6529209980998172,0.6134994588493001,0.0409440774351846,0.8252647503782148,0.8853986135181976,0.8577015291748855,0.0253628861450982,8743.0,9144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,balanced,gini,13.0,9.0,7.0,438.0,
adasyn,minmax,0.3,knn,10149917,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.4145077720207253,0.4567404426559356,0.4401489308718188,0.0200665234518843,0.6340782122905028,0.7511737089201878,0.7197859055919157,0.0432950222827452,0.5309941520467836,0.5643564356435644,0.5451239601072554,0.014902611416262,0.9311561131242384,0.9464788877390314,0.941174514384534,0.0052617973551858,0.5492514741261781,0.6327362154252897,0.5982391837876355,0.0297698874222539,0.9092584562012144,0.91421143847487,0.9126410850293788,0.0018464340125963,9.0,9.0,,,,,,,,,,,,,,chebyshev,8.0,uniform,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.3,rf,16835642,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.2573649754500818,0.3445167751627441,0.3016892926478399,0.0318991659873937,0.9832402234636872,0.9936808846761452,0.9885823473016372,0.0037784098781832,0.4088397790055249,0.5113340765514678,0.4613555364130069,0.0373693807879066,0.95678831801568,0.9615976190773926,0.9596768660613956,0.0015986357514112,0.5639989014824027,0.6179335064709985,0.5924512307661332,0.0180450045121205,0.8054545454545454,0.8575606585788561,0.8304563623444745,0.0200693109529343,8853.0,9223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,balanced,gini,214.0,7.0,7.0,292.0,
random_under_bootstrap,minmax,0.5,rf,3165608,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.2284263959390862,0.325,0.2737740267821397,0.0323803458372403,0.9913544668587896,0.9958100558659218,0.994105147920012,0.0017299526776922,0.3715718077263343,0.4896943852167733,0.4282826609244523,0.0395070844766496,0.9542091484536436,0.9605903589530452,0.957786429329856,0.002140660538297,0.5495560875771568,0.6162409028604445,0.575769529273536,0.0243536122652395,0.7720855614973262,0.8444540727902946,0.8046101431621626,0.0249682905412665,8690.0,9122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,balanced,entropy,372.0,5.0,4.0,385.0,
